topic_title,topic_url,post_author,post_body,thread_author
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,HEPO,"<div class=""postbody"">bookwarrior, в первой есть повернутые развороты слегка , там до 5 градусов вроде. в общем качество так же идеально) единственное проблемы это бывает у разворотов где не четко - но там у всех проблемы)</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,Stager,"<div class=""postbody"">Файл res.djvu - скан с повёрнутыми криворуким сканировщиком страницами.<br><br>Не оставляем смотреть и оценивать, не оставляем. Машина трудится, распознаёт, вы же - оценивайте, оценивайте.<br><br>И вот такой вопрос - имеется ненулевое количество горбатых djvu. Например, с несуществующими страницами. С битой картинкой вместо страницы. Что с такими делать? Можно распознать что есть. Можно забить.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,bookwarrior,"<div class=""postbody"">если утраченные фрагменты невосполнимы, но всё-таки книга юзабельна, то таких примеров в либгене много: люди загружают, ибо 99% книги - в бесконечно раз лучше, чем 0%. Тогда в каменте к книге (не в описании) нужно пометить, чем она болеет: номера битых страниц или другой диагноз. Это пожалуй всё, что можно сделать, сохранив книгу - надеяться на то, что кто-то сделает небитую версию, бесполезно, их слишком много, можно остаться вообще ни с чем.<br><br>res.djvu - взял одну из самых кривых страниц: выглядит всё отлично в плане текста, такое ощущение, что алгоритм очень устойчив к повороту, а может быть сам корректирует геометрические искажения низкого порядка, пара-тройка простых алгоритмов для этого не напрягла бы тех, кто смог сделать OCR. Только где начинаются индексы и прочие непонятные вещи, там начинает шуметь. Но не представляю себе, какой алгоритм с этими мелочами бы справился лучше, думаю это уже предел. Навскидку интегрально всё выглядит просто замечательно.<br><div style=""padding: 3px; background-color: #FFFFFF;""><div style=""border-bottom: 1px solid #CCCCCC;""><span onclick=""if (this.parentNode.parentNode.getElementsByTagName('div')[1].getElementsByTagName('div')[0].style.display!=''){this.parentNode.parentNode.getElementsByTagName('div')[1].getElementsByTagName('div')[0].style.display='';this.innerHTML='&lt;a href=\'#\' onClick=\'return false;\'&gt;hide&lt;/a&gt;';}else{this.parentNode.parentNode.getElementsByTagName('div')[1].getElementsByTagName('div')[0].style.display='none';this.innerHTML='&lt;a href=\'#\' onClick=\'return false;\'&gt;show&lt;/a&gt;';}""></span><a href=""#"" onclick=""return false;"">show</a></div><div class=""quotecontent""><div style=""display: none;""><div class=""quotetitle""><b>Quote:</b></div><div class=""quotecontent"">пазон номинальных мощностей промышленных типов керментных <br>подстроечных и регулировочных резисторов CH3-l9, CH3-28, <br>CH3-45, CH3-37 И др 0,125 2 Вт. номинальных сопротивлений <br>10 Ом. . 10 МОм. Они имеют низкий температурный коэффици- <br>епт 1-(100 500)10т° 1/""С. Керметные резисторы могут эксплу- <br>атироваться в интервале температур —60 . . +125 (+155) °С. До- <br>пустимое количество циклов поворотов подвижной системы регу- <br>лировочных резисторов на керметных слоях достигает 25 000 <br><br><br>50 000. <br>Высоковольтные подстроечные керметные резисторы РП147 <br>имеют диапазон поминальных сопротивлений 10 47 MOM, pa~ <br><br><br>бочее напряжение З кВ. Они предназначены для статической фо- <br>кусировки кинескопов телевизоров с цветным изображением. <br><br>В табл. 3 приведены основные электрические параметры и <br>характеристики переменных иепроволочньтх резисторов. <br><br><br>ПЕРЕМЕН НЫЕ ПРОВОЛОЧНЫЕ РЕЗИСТОРЫ <br><br><br>Несмотря на широкую номенклатуру переменных проволочных <br>резисторов большинство выпускаемых резисторов укладываются <br>в конструкциончно-параметрические ряды, построенные в соответст- <br>вии с установленным рядом номинальных мощностей рассеяния <br>(ГОСТ 9663-75) и объединяющие близкие по конструктивным <br>признакам и назначению переменные резисторы <br><br>Так, подстроечные проволочные резисторы объединяются в сле- <br>дующие конструкцхтонно-параметрическне ряды: однооборотные <br>подстроечные проволочные резисторы на номинальные мощности <br>рассеяния 0,05 .. 80 Вт; многооборотные подстроечные резисторы <br>с поступательным перемещением подвижного контакта на номи- <br>нальные мощности рассеяния 0,125 2 Вт; многооборотные под- <br>строечные резисторы с круговым перемещением подвижного кон- <br>такта, имеющие номинальные мощности рассеяния 0,5 и 1 Вт. <br><br>Среди выпускаемых регулировочных проволочных резисторов <br>можно выделить два конструкцнонно-параметрических ряда: (muo- <br>оборотные регулировочные резисторы на номинальные мощности <br>рассеяния 0,5 .. 50 Вт; мнотооборотньте регулировочные резисто- <br>ры со спиральным резистивным элементом на номинальные мощ- <br>ности рассеяния 0,5 2 Вт. <br><br>Промышлспттостью также выпускаются некоторые типы пере- <br>менных проволочных резисторов специального назначения. K таким <br>можно отнести переменные резисторы типов СП5-35 н СП5-40 Они <br>представляют собой комбинацию двух резисторов, соединенных по <br>«грубо-точной» схеме, объединенных в одном корпусе и управля- <br>емых одним валом. На рис 13 представлена электрическая схема</div></div></div></div></div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,are,"<div class=""postbody"">а чем собственно плох finereader 8 для пакетного распознавания джвю, со скоростью 3-5 секунд на страницу, зачем использовать другие пакеты (tesseract, cuneiform,), хоть они и трижды свободные от исходников, но которые на распознавание одной книги тратят полдня? Пусть гугл или кто там купил tesseract, пусть  они  и доводят его до кондиции.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,bookwarrior,"<div class=""postbody"">у меня вот другой вопрос: что именно планируется делать? Плановая оцифровка коллекций РГБ?</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,Stager,"<div class=""postbody""><div class=""quotetitle"">are wrote:</div><div class=""quotecontent"">а чем собственно плох finereader 8</div><br>Всем <img src=""./images/smilies/icon_e_smile.gif"" alt="":-)"" title=""Smile""></div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,Stager,"<div class=""postbody""><div class=""quotetitle"">bookwarrior wrote:</div><div class=""quotecontent"">у меня вот другой вопрос: что именно планируется делать? </div><br>Распознать LibGen.<br>А зачем - не скажу.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,HEPO,"<div class=""postbody""><div class=""quotetitle"">are wrote:</div><div class=""quotecontent"">а чем собственно плох finereader 8 для пакетного распознавания джвю, со скоростью 3-5 секунд на страницу, зачем использовать другие пакеты (tesseract, cuneiform,), хоть они и трижды свободные от исходников, но которые на распознавание одной книги тратят полдня? Пусть гугл или кто там купил tesseract, пусть  они  и доводят его до кондиции.</div><br>думаю тем что он не линукс и с гуем) тут похоже идет идея к запуску на сервере с параллеливание в большом количестве...<br><span style=""font-weight: bold"">Stager</span> а для пдф что нибудь подобное есть? )</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,bookwarrior,"<div class=""postbody"">амбициозно! я за. По срокам оценки какие-то есть? Какие мощности в наличии?<br><br>С учётом того, сколько книг без OCR, видимо неизбежна маленькая реинкарнация в торрентах. Впрочем, OCR делать всё-равно надо.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,Stager,"<div class=""postbody""><div class=""quotetitle"">HEPO wrote:</div><div class=""quotecontent"">а для пдф что нибудь подобное есть? </div><br>Для pdf есть, но оно неживое. Но коды открыты, и если кто понимает - может допилить.<br>Автор ocrodjvu вполне отзывчив, но ему английский столь же неродной, что и мне, и, похоже, он не любит pdf из идеологических соображений.<br>Но pdf надо, да.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,Stager,"<div class=""postbody""><div class=""quotetitle"">HEPO wrote:</div><div class=""quotecontent""> тут похоже идет идея к запуску на сервере с параллеливание в большом количестве...</div><br><div class=""quotetitle"">bookwarrior wrote:</div><div class=""quotecontent"">По срокам оценки какие-то есть? Какие мощности в наличии?<br></div><br>Не, с мощностями проблема. Запаралеливание предполагается силами народных масс путём распространения программы-клиента, который обращается к управляющему серверу, спрашивает, что скачать, откуда, и куда потом положить. И распознаёт.<br>Клиент, натурально, может работать из-за фаерволов и NAT'ов, ибо он инициирует соединение. Типа, можно поставить на офисную машину, и ночами распознавать. У кого офисная машина - под Linux <img src=""./images/smilies/icon_e_wink.gif"" alt="";-)"" title=""Wink""><br>(Не, в принципе - можно поднять клиента и на Windozze, tesseract for Win есть, а всё остальное - на python, но трахаться с этим я не буду. Есть желающие - welcome).<br><br>На сегодня есть прототип клиента, прототип управляющего сервера, сервера - раздатчика и сервера - приёмника (но последние могут быть ftp). Впрочем, в качестве сервера-раздатчика почти нормально работает libgen.org, только иногда тормозит и файл не отдаёт. Всё это более-менее работает в реальных условиях (клиент - на офисной машине, сервера - на нормальном сервере), но требует, конечно, доработки.<br><br>Оценки по срокам есть. Печальные. В библиотеке примерно 80000 djvu в картинках. Для того, чтобы их распознать за год, требуется примерно 100 распознающих компьютеров офисного класса. Серверного или игрового класса - ну, штук 20.<br><br>Поэтому - если мы с Bill_G договоримся, как будут попадать в библиотеку распознанные файлы - я на сегодня могу обеспечить управляющий сервер и одну круглосуточно распознающую машину. Все, кто хочет участвовать - могут поставить у себя распознавалку и получить клиентскую программу.<br>Не найдётся участников или я не договорюсь с Bill_G - ну, у меня будет технология. Когда-нибудь пригодится. Может быть.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,are,"<div class=""postbody""><div class=""quotetitle"">HEPO wrote:</div><div class=""quotecontent""><div class=""quotetitle"">are wrote:</div><div class=""quotecontent"">а чем собственно плох finereader 8 для пакетного распознавания джвю, со скоростью 3-5 секунд на страницу, зачем использовать другие пакеты (tesseract, cuneiform,), хоть они и трижды свободные от исходников, но которые на распознавание одной книги тратят полдня? Пусть гугл или кто там купил tesseract, пусть  они  и доводят его до кондиции.</div><br>думаю тем что он не линукс и с гуем) тут похоже идет идея к запуску на сервере с параллеливание в большом количестве...<br><span style=""font-weight: bold"">Stager</span> а для пдф что нибудь подобное есть? )</div><br><br>finereader 8 работает на линуксе без гуя (через wine) и распознает джвю вполне стабильно, эта технология уже обсуждалась здесь. Не вижу смысла пользоваться какими-то другими решениями, которые работают гораздо медленнее.<br><br>подсчет: надо распознать 80000 джвю книг, положим в среднем по 300 страниц на книгу. Компьютер серверной мощности (Xeon 3 GHz) распознает одну страницу примерно за 2-3 секунды, положим 3 секунды. Значит, распознавание займет 830 дней работы. Если такой компьютер загрузить скажем на 4 потока сразу, что вполне реально, то получится лишь 200 дней работы ( бесперебойной работы 24 часа в сутки, а более реально это растянется на год, надо же еще файлы подносить). <br><br>Итак, если использовать finereader 8, то всю работу за один год выполнит <span style=""font-weight: bold"">один компьютер</span> серверного класса, а не 20, как получилось в расчете Stager'a при использовании tesseract или cuneiform. Причем на этом компьютере может быть либо windows любой версии, на которой работает finereader 8, либо mac / linux любой версии, лишь бы на ней работал wine. Если мы допускаем загрузку компьютера только на одно ядро, а не на 4, то потребуется 4 таких компьютера на год. Стоимость аренды такого компьютера c 4 ядрами около 50 евро в месяц. Таким образом, проект ""распознать сто тысяч джвю книг"" стоит аж 600 евро.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,bookwarrior,"<div class=""postbody"">я не проверял, сколько на самом деле книг без OCR, 80 тысяч кажется совсем немногим по сравнению с тем, какие оценки давались раньше (звучала фраза ""половина либгена""). Надо иметь в виду, что атрибуты часто не соответствуют действительности (OCR, DPI и т.п.), я постоянно на это натыкаюсь. Реальная цифра может шатнуться в любую сторону, скорее всего вменьшую, кстати, потому что причина неточности обыденно - лень заполнять или нет данных в исходном индексе.<br><br>Ок, на самом деле я не вижу проблем ни с версией Stager, ни с версией are - лишь бы какой <span style=""font-weight: bold"">автомат</span> был. В самом грустном случае компы в сети можно купить (виртуальные машины) на время распознавания (один физик-теоретик посоветовал, он регулярно так делает для тяжёлых вычислений). Ценники называл очень заманчивые. Как бы там ни было, лишь бы процесс запустить - я имею в виду, что рано или поздно распознается всё, если будет автомат. Год - это непечально, это просто долго, но он пролетит быстро и я уверен, найти людей для этой задачи мы сможем, опять же, если будет turn-key solution, т.е. повернул ключ - и поехал. Конечно хорошо, если это в 10-20 раз быстрее, не вопрос, но если вариантом finereader некому будет заняться, то выбора всё-равно нет.<br><br>Кстати, надо обязательно написать SpaceLib - возможно он поучаствует. В более общей форме, объявление можно будет повесить над поиском, когда решение будет готово и будет, что скачивать.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,HEPO,"<div class=""postbody"">are, с каких пор fr8 работает с дежавюхами? это вроде появилось ток с 11 версии или 10.<br>т.е. получается : распаковка дежавюшки + распознание + внедрение текстового слоя в первоначальную дежавюшку.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,andrei,"<div class=""postbody""><div class=""quotetitle"">HEPO wrote:</div><div class=""quotecontent"">are, с каких пор fr8 работает с дежавюхами? это вроде появилось ток с 11 версии или 10.<br>т.е. получается : распаковка дежавюшки + распознание + внедрение текстового слоя в первоначальную дежавюшку.</div><br>Я делаю так: распаковка дежавюшки -&gt; обработка Scan Tailor -&gt; создание нового djvu-файла -&gt; распознание FR8 -&gt; внедрение текстового слоя в новый djvu-файл.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,HEPO,"<div class=""postbody"">andrei, далеко не всегда следует переделывать дежавюшку. Иногда только хуже можно сделать особенно скантейлором(он лучше всего подходит ток для обработки сканов, а не переделки. Не хватает опциональности действий). Да и тут идет не про ручную переделку, а про массовое распознание.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,are,"<div class=""postbody"">НЕРО<br><br>разумеется, надо распаковать джвю в тиф, скормить эти тиффы файнридеру, получить OCR layer, и внедрить его обратно в джвю. Все эти операции полностью автоматизируются. На входе - джвю и указание, какими языками распознавать, на выходе - джвю с OCR layer.<br><br>bookwarrior<br><br>вы затронули другой важный вопрос - о правильности данных базы. Количество страниц, наличие OCR, формат landscape/portrait, или даже хотя бы тип файла pdf/djvu/chm/epub/... вовсе не везде правильный. Все это можно пересчитать автоматом, в принципе.</div>",Stager
О распознавании текста,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&t=6836,Stager,"<div class=""postbody""><div class=""quotetitle"">are wrote:</div><div class=""quotecontent"">finereader 8 работает на линуксе без гуя (через wine) и распознает джвю вполне стабильно, эта технология уже обсуждалась здесь. Не вижу смысла пользоваться какими-то другими решениями, которые работают гораздо медленнее.</div><br>Давайте Вы будете обсуждать finereader где-нибудь ещё? Вы говорите ерунду, а я не хочу объяснять Вам, где и в чём. Поэтому просто - заведите свою тему, и обсуждайте там. Я обещаю туда не ходить.</div>",Stager
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,regidrer,"<div class=""postbody"">Поиск по топикам заработал.А вот при открытии найденной книги из локальной коллекции, выдаётся 404.Подправил в config.php значение до 800000, но всё равно 404.Подпапка repository  находится в Root.<br>Как решить эту проблему?</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,karl_karlsson,"<div class=""postbody""><span style=""font-weight: bold"">regidrer</span><br>Спасибо.<br>Еще ошибка search.php.<br><a href=""http://www.onlinedisk.ru/file/828513/"" class=""postlink""><span style=""font-weight: bold"">search.php.rar</span></a><br>Если имеются еще ошибки - пишите.</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,regidrer,"<div class=""postbody"">karl_karlsson<br>Всё заработало как надо, ссылки открываются из репозитария и на других дисках. Сделал выборки из базы и всё очень быстро.<br>Большое спасибо!</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,criniform,"<div class=""postbody"">Какая самая последная версия исходников? Это <!-- m --><a class=""postlink"" href=""ftp://free-books.us.to/code/gen.lib.rus.ec_v39_dist%20(BW-BG-kombainer-IgorV-TigraNAV-Freak"">ftp://free-books.us.to/code/gen.lib.rus ... aNAV-Freak</a><!-- m -->).zip ?</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,karl_karlsson,"<div class=""postbody"">Да. Только имеются отличия портабельной и не портабельной версии.</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,karl_karlsson,"<div class=""postbody""><a href=""http://dl.dropbox.com/u/3097273/Library%20Genesis/UsbWebserver8-libgen.7z"" class=""postlink""><span style=""font-weight: bold"">UsbWebserver8-libgen.7z</span></a><br><span style=""font-weight: bold"">Size:</span> 191 821 833 bytes<br><span style=""font-weight: bold"">MD5:</span> 6B200F5CC2E3F4D9065AC54E2ACB91B3<br><span style=""font-weight: bold"">SHA1:</span> E5C6678A6CEEF46587D807E19F876046B0B0F091<br><br>Обнаружена еще ошибка, весьма серьезная.<br>Забыл перенести конфигурации MySQL из USBWebserver 8 к 8.5.<br>Из за этого, если внутри поискового запроса <br>имеется слово в 1, 2 или 3 символах (и, но, или, a, or, and и т.д.),<br>то не будет найден никакой результат.<br><br>Это исправлено, кроме того база обновлена 24 фев 2012 (вчера).</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,regidrer,"<div class=""postbody"">karl_karlsson<br>Можно ли научить UsbWebserver8-libgen обновлять БД  не полным дампом, а ежедневными обновлениями?То процесс полного обновления с последующей дефрагментацией(UsbWebserver находится на флешке) занимает около 2 часов.</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,bookwarrior,"<div class=""postbody"">там в шапке линки на софт здохлые</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,karl_karlsson,"<div class=""postbody""><div class=""quotetitle"">regidrer wrote:</div><div class=""quotecontent"">Можно ли научить UsbWebserver8-libgen обновлять БД  не полным дампом, а ежедневными обновлениями?То процесс полного обновления с последующей дефрагментацией(UsbWebserver находится на флешке) занимает около 2 часов.</div><br>Надо иметь скрипты backup и восстановления. Они где то имеются?<br><br><div class=""quotetitle"">bookwarrior wrote:</div><div class=""quotecontent"">там в шапке линки на софт здохлые</div><br>Заметил. Но надо еще все по новому сделать.</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,karl_karlsson,"<div class=""postbody"">Обновил UsbWebserver (база 8 Мая):<br><a href=""http://dl.dropbox.com/u/3097273/Library%20Genesis/UsbWebserver8-libgen.7z"" class=""postlink""><span style=""font-weight: bold"">UsbWebserver8-libgen.7z</span></a><br>Если кто то обновлял сам поменяйте search.php и get.php<br><a href=""http://dl.dropbox.com/u/3097273/Library%20Genesis/search.get.v41.rar"" class=""postlink""><span style=""font-weight: bold"">search.get.v41.rar</span></a></div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,karl_karlsson,"<div class=""postbody"">Закачал все еще на Minus.<br><a href=""http://karl-karlsson.minus.com/uploads"" class=""postlink""><span style=""font-weight: bold"">Portable Libgen on Minus</span></a><br><br>Пока аналогов DropBox не нашел.</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,HEPO,"<div class=""postbody"">1. чем плох дропбокс?<br>2. есть же например яндекс диск...</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,burykin,"<div class=""postbody""><div class=""quotetitle"">karl_karlsson wrote:</div><div class=""quotecontent"">Закачал все еще на Minus.<br><a href=""http://karl-karlsson.minus.com/uploads"" class=""postlink""><span style=""font-weight: bold"">Portable Libgen on Minus</span></a><br><br>Пока аналогов DropBox не нашел.</div><br><br>Minus не поддерживает докачку (мне так флашгет сообщает). Скачать стомегабайтные файлы практически невозможно.</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,karl_karlsson,"<div class=""postbody""><div class=""quotetitle"">HEPO wrote:</div><div class=""quotecontent"">1. чем плох дропбокс?<br>2. есть же например яндекс диск...</div><br>1. Если будет большой трафик не останавливают доступ.<br>Пока не было, но если будет...<br><br>2. Сначала закачивал, однако после каждой закачки надо менять ссылок.<br>Говорят не у всех получается хорошая скорость скачивания.<br>Все же если надо, закачаю.<br><br><div class=""quotetitle"">burykin wrote:</div><div class=""quotecontent"">Minus не поддерживает докачку (мне так флашгет сообщает). Скачать стомегабайтные файлы практически невозможно.</div><br>Заметил.<br>Но получается довольно высокая скорость скачивания.<br>В трех потоков достигает 2-2,5 МБ/с</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,karl_karlsson,"<div class=""postbody"">Обновил UsbWebserver (база 17 Сентября):<br><a href=""http://dl.dropbox.com/u/3097273/Library%20Genesis/UsbWebserver8-libgen.7z"" class=""postlink""><span style=""font-weight: bold"">UsbWebserver8-libgen.7z</span></a><br>Код обновлен также, добавлены ссылки на все зеркала.<br>Меню пока не полностью.<br>Думаю, все же стало лучше.</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,bookwarrior,"<div class=""postbody"">карл, а ваша программа умеет сортировать результаты по щелчкам на заголовках столбиков? Сори, что сам не посмотрю.</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,karl_karlsson,"<div class=""postbody"">Пока нет. Поэтому и хочется сделать <a href=""http://genofond.org/viewtopic.php?f=3&amp;t=5063"" class=""postlink""><span style=""font-weight: bold"">PHP DataGrid для поиска</span></a>.</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,bookwarrior,"<div class=""postbody"">ну вот, народ уже томится, хочут =) я неосторожно порекомендовал, поскольку в поиск не сделано.</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=100&t=607,karl_karlsson,"<div class=""postbody"">Обновил UsbWebserver (база 4 Декабря).<br><br>Dropbox<br><a href=""http://dl.dropbox.com/u/3097273/Library%20Genesis/UsbWebserver8-libgen.7z"" class=""postlink""><span style=""font-weight: bold"">UsbWebserver8-libgen.7z</span></a><br><br>Yandex.Disk<br><a href=""http://yadi.sk/d/CamMhlYd12z4t"" class=""postlink""><span style=""font-weight: bold"">UsbWebserver8-libgen.7z</span></a></div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=75&t=607,regidrer,"<div class=""postbody"">Не всегда есть интернет, а UsbWebserver работает ещё и с флешки</div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=75&t=607,karl_karlsson,"<div class=""postbody""><ul><li><span style=""font-weight: bold"">bookwarrior</span> прав что MySQL Query Browser лучше, но проблема в том, что он не является Portable.</li><li>HeidiSQL является Portable, но не все ОК, проблемы имеются.</li><li>Выборки из базы хорошо делаются PhpMyAdmin, но вот проблемы на больших баз и IE6.</li><li>Sypex Dumper делает выборки только в pro версии, но там какие то еще Zend Optimizer либо Nu-Coder надо иметь, конечно и не free.</li></ul><br>То что не проверял еще:<br><a href=""http://code.google.com/p/sqlyog/"" class=""postlink""><span style=""font-weight: bold"">SQLyog Community Edition</span></a><br><a href=""http://www.adminer.org/"" class=""postlink""><span style=""font-weight: bold"">Adminer</span> (formerly phpMinAdmin)</a></div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=75&t=607,karl_karlsson,"<div class=""postbody"">Сделал апдейт, добавил Sypex Dumper.<br>Адрес у него <br><!-- m --><a class=""postlink"" href=""http://localhost:8080/sxd"">http://localhost:8080/sxd</a><!-- m --></div>",regidrer
Портабельный либген на базе UsbWebserver,http://genofond.org/viewtopic.php?f=17&sid=af7ae4baf277d09e04438c238bb33704&start=75&t=607,karl_karlsson,"<div class=""postbody"">Апдейт, уже все в 7z. Где то на 20 МБ меньше получается.<br>Попробовал 7z LZMA для backup базы - RAR там делает и быстрее и меньше, даже если использовать самые лучшие настройки 7-zip.</div>",regidrer
