content,link,title
" ,You never know who is your neighbor in Bushwick. The girl down the hall could easily be ,. You maybe said hi to her once when she was going to work. Maybe she was doing hair for Neon Hitch or that blond model Abbey Lee Kershaw that day. Because that’s what Chelsey Pickthorn does. She is a visionary colorist and a hair stylist. Oh, and she is starting her own studio on Wyckoff Ave in October., , is located at the storefront corner on Wyckoff Ave just one block down from Norte Maar. “We are having a grand opening on October 13. That’s a big to do item,” Chelsey says while sitting on a Victorian couch in her studio. The interior of the salon isn’t complete yet, but it’s clearly shaping up. A beautiful chandelier is Chelsey’s pride; distressed hardwood floors, subway-tilled walls, reclaimed wood features discreetly show Chelsey’s excellent taste., , ,Chelsey, only 28, explains that she has been working in the coloring industry for 10 years now. She is from Portland, Oregon, and moved to New York City, and most importantly to Bushwick, 4 years ago. “I really believe in this neighborhood,” she says. Chelsey has apprenticed under legendary Laurie Foley and worked in her L’Atelier de Laurie. She has mastered the painting technique, which is unlike regular coloring – it’s gentle on the hair and allows for a much more detailed and precise approach. Chelsey explains that hand painting is something completely different. The session takes about 6 hours, and the price is, as you can expect, in the higher range. “I have clients flying in from Texas for example,” says Chelsey. She is expecting clients from Manhattan, but is also very open to the clients from this neighborhood. Chelsey explains that Pickthorn is not a factory; she will have only three chairs. She dedicates a lot of attention to each client, trying to bewitch their hairstyle to match their personality, make their dreams come true and simply create “a better version of you.”, , , , , , ,[mappress mapid=""78""]",http://bushwickdaily.com/2012/08/rock-star-hair-made-in-bushwick/,Rock Star Hair: Made in Bushwick
"I went to , last weekend for the ,. The combination of local history and live bands is more fun than you might imagine. Or was that local history and beer? I forget. Anyway, this place has got some real appeal.,As a resident of Bushwick, I have become accustomed to the warehouses and garages of my neighbourhood’s industrial past. The vast stretches of concrete are punctuated with roller door garages and giant storage facilities. I mean this in the nicest possible way: Bushwick has about as much charm as a shipping container. I think I’ve been in need of some pastoral therapy lately because I’m not a New York native and my Astroturf backyard just isn’t cutting it. To my utter delight, when I rode along Flushing Ave looking for Onderdonk Farmhouse I found just that. A farmhouse. A bona fide house-on-the-prairie wet dream.,The house dates back to 1709 and has been used for some pretty varied purposes. The site has been scrap glass depository, a geranium nursery, and a shop that supplied machines to the Apollo space program. It is now a museum and occasionally hosts flea markets and music festivals.,And the ,? Well, after ongoing disputes, in 1769 a rock was placed on the property to officially mark the Brooklyn/Queens boarder. The boarder has since moved but the rock remains.,So that’s the history bit. Let’s talk festivities. There were bands playing from midday till almost midnight. Beers were generously priced at three bucks and dogs were welcome (my favourite part). In between sets there were rounds of limbo and a more obscure Dutch game called ‘Spike a Poope’, which involved inserting a nail into an empty beer bottle from a backwards-squatted position.,Hmmm. Maybe not one for the museum walls., , ,If you haven’t yet had the pleasure, I really recommend a trip to the Farmhouse. Either take a weekend tour (and catch the flea market) or wait till the next festival., , , , , , , , , , , , , , , , , ",http://bushwickdaily.com/2012/08/photos-from-arbitration-rock-festival-at-the-onderdonk-house/,Photos from Arbitration Rock Festival at the Onderdonk House
"I went to , last weekend for the ,. The combination of local history and live bands is more fun than you might imagine. Or was that local history and beer? I forget. Anyway, this place has got some real appeal.,As a resident of Bushwick, I have become accustomed to the warehouses and garages of my neighbourhood’s industrial past. The vast stretches of concrete are punctuated with roller door garages and giant storage facilities. I mean this in the nicest possible way: Bushwick has about as much charm as a shipping container. I think I’ve been in need of some pastoral therapy lately because I’m not a New York native and my Astroturf backyard just isn’t cutting it. To my utter delight, when I rode along Flushing Ave looking for Onderdonk Farmhouse I found just that. A farmhouse. A bona fide house-on-the-prairie wet dream.,The house dates back to 1709 and has been used for some pretty varied purposes. The site has been scrap glass depository, a geranium nursery, and a shop that supplied machines to the Apollo space program. It is now a museum and occasionally hosts flea markets and music festivals.,And the ,? Well, after ongoing disputes, in 1769 a rock was placed on the property to officially mark the Brooklyn/Queens boarder. The boarder has since moved but the rock remains.,So that’s the history bit. Let’s talk festivities. There were bands playing from midday till almost midnight. Beers were generously priced at three bucks and dogs were welcome (my favourite part). In between sets there were rounds of limbo and a more obscure Dutch game called ‘Spike a Poope’, which involved inserting a nail into an empty beer bottle from a backwards-squatted position.,Hmmm. Maybe not one for the museum walls., , ,If you haven’t yet had the pleasure, I really recommend a trip to the Farmhouse. Either take a weekend tour (and catch the flea market) or wait till the next festival., , , , , , , , , , , , , , , , , ",http://bushwickdaily.com/2012/08/photos-from-arbitration-rock-festival-at-the-onderdonk-house/,Photos from Arbitration Rock Festival at the Onderdonk House
"Bushwick can easily be proclaimed the fashion capital of Brooklyn, and so it’s not a surprise that Bushwick has decided to have it very own fashion weekend. Bushwick Fashion Weekend will be held on September 22, (the following weekend of the Williamsburg Fashion Weekend) with hopes that it will be extended into a two day event. And now the great news! Designers, performers, models, and artists are needed for this event.,To participate as one of the aforementioned you have to submit five of your best pieces by ,. The $10 admission fee is a donation to maintaining the gallery.,Bushwick fashion weekend is the brainchild of local artist Nyssa Frank, owner of the , Nyssa doesn’t want this fashion weekend to compete with the one held in Williamsburg, but instead display unity of the local artists by having all galleries and local shops work together to make this weekend spectacular. Her vision is not to have a frou-frou Soho-esque fashion week, but have Bushwick’s nitty-gritty, beautiful take on fashion week displaying all things that can be converted in art or vice-versa.,As of now, the fashion shows will be held in Living Gallery studio where jewelry can become art installations and dancers will be serenading the crowd throughout the festivities. Designers should feel free to come dressed in costume, or as themselves.,If more amazing artists decide to sign up for Fashion Weekend, you will be given the opportunity to join a tentative parade commencing from the Morgan Ave train station (or the Jefferson St. Train Station!) concluding at the gallery where all the local designers are able to exhibit their creations for the whole neighborhood to see., ,Please join this , local, creative minds. Display unity, and have fun.",http://bushwickdaily.com/2012/08/open-call-bushwick-fashion-weekend/,"Wanted: Local Designers, Performers, Models, and Artists for Bushwick Fashion Weekend"
"Bushwick can easily be proclaimed the fashion capital of Brooklyn, and so it’s not a surprise that Bushwick has decided to have it very own fashion weekend. Bushwick Fashion Weekend will be held on September 22, (the following weekend of the Williamsburg Fashion Weekend) with hopes that it will be extended into a two day event. And now the great news! Designers, performers, models, and artists are needed for this event.,To participate as one of the aforementioned you have to submit five of your best pieces by ,. The $10 admission fee is a donation to maintaining the gallery.,Bushwick fashion weekend is the brainchild of local artist Nyssa Frank, owner of the , Nyssa doesn’t want this fashion weekend to compete with the one held in Williamsburg, but instead display unity of the local artists by having all galleries and local shops work together to make this weekend spectacular. Her vision is not to have a frou-frou Soho-esque fashion week, but have Bushwick’s nitty-gritty, beautiful take on fashion week displaying all things that can be converted in art or vice-versa.,As of now, the fashion shows will be held in Living Gallery studio where jewelry can become art installations and dancers will be serenading the crowd throughout the festivities. Designers should feel free to come dressed in costume, or as themselves.,If more amazing artists decide to sign up for Fashion Weekend, you will be given the opportunity to join a tentative parade commencing from the Morgan Ave train station (or the Jefferson St. Train Station!) concluding at the gallery where all the local designers are able to exhibit their creations for the whole neighborhood to see., ,Please join this , local, creative minds. Display unity, and have fun.",http://bushwickdaily.com/2012/08/open-call-bushwick-fashion-weekend/,"Wanted: Local Designers, Performers, Models, and Artists for Bushwick Fashion Weekend"
" ,Are you a musician? Then you should have your instrument and a few clothes. At best, you need about four changes of shirts, two changes of pants and some shorts for the summer.,Apply this liberally to whatever your trade is and you’re golden.,In general, it’s a sound practice to periodically get rid of at least half of your things.,You have to eat and the chances are good that the freelance work has dried up (especially in the summer). Luckily, sleeping in a park, the hostel or on Coney Island are generally nice this time of year. Unluckily, hot dog stands are one dollar, Ramen is thirty-nine cents, and both have the same amount of nutritional value: Which is ,.,Food stamps are a good way to reacquaint ones self with Granny Smith Apples and can be redeemed at ,.,Ikea bags are worth their weight in platinum. Nearly anything can fit, from kitchen to art supplies, blankets, pillows, loosely folded suits, tools, Persian rugs… Use your imagination and then store your imagination in your Ikea bag.,Quarters are the go-to coin currency. Hoard them for emergency phone calls (25¢ for local calls), laundry, and Metrocards.,This is practice for official ,. However, until you get into the swing of washing all of the dishes in an apartment, practice with friends. They may buy you a drink and listen to the first week woes of being homeless. But wash the dishes.,The other important facet to couch surfing is a graceful exit, so don’t overstay your welcome.,However, if you find yourself with no money and no place to sleep. Take the late night/early morning A Train back and forth through Brooklyn. With the long interludes between stops, it’s Brooklyn’s most sleepable train.,The Wyckoff Heights Hospital, for all of its faults, runs a great program in a house on Stanhope and Wyckoff (342 Stanhope Street, next to a small coffee shop). This place can help you along with obtaining a little aid in your time of need. In addition the friendly staff will listen to you without judgment. Afterwards they will provide you with a huge list of resources to help yourself.,Before court proceedings even take place, one can sometimes get an audience with the lawyers at the Bushwick-Ridgewood Senior Citizens Council on Wyckoff Avenue. This is a free service, though they are admittedly unfamiliar with the loft law, for that, you’ll have to go to another office on Wyckoff Avenue.,Look, it’s kind of a pain in the ass to figure out and the same goes for explaining it. So just walk down Wyckoff and look for their signs.,This is your life. It’s going to be a mix of tragedy and comedy. Making up songs while walking from one place to the next gets you through the day.,Jump in the fire hydrant spray. Do that even if you haven’t been evicted. You have to stay cool out there.,This is an option. Just saying.,At the heart of it, eviction isn’t the worst thing that can happen. It’s only another adventure",http://bushwickdaily.com/2012/07/how-to-survive-a-summer-eviction/,How To Survive A Summer Eviction
" ,Are you a musician? Then you should have your instrument and a few clothes. At best, you need about four changes of shirts, two changes of pants and some shorts for the summer.,Apply this liberally to whatever your trade is and you’re golden.,In general, it’s a sound practice to periodically get rid of at least half of your things.,You have to eat and the chances are good that the freelance work has dried up (especially in the summer). Luckily, sleeping in a park, the hostel or on Coney Island are generally nice this time of year. Unluckily, hot dog stands are one dollar, Ramen is thirty-nine cents, and both have the same amount of nutritional value: Which is ,.,Food stamps are a good way to reacquaint ones self with Granny Smith Apples and can be redeemed at ,.,Ikea bags are worth their weight in platinum. Nearly anything can fit, from kitchen to art supplies, blankets, pillows, loosely folded suits, tools, Persian rugs… Use your imagination and then store your imagination in your Ikea bag.,Quarters are the go-to coin currency. Hoard them for emergency phone calls (25¢ for local calls), laundry, and Metrocards.,This is practice for official ,. However, until you get into the swing of washing all of the dishes in an apartment, practice with friends. They may buy you a drink and listen to the first week woes of being homeless. But wash the dishes.,The other important facet to couch surfing is a graceful exit, so don’t overstay your welcome.,However, if you find yourself with no money and no place to sleep. Take the late night/early morning A Train back and forth through Brooklyn. With the long interludes between stops, it’s Brooklyn’s most sleepable train.,The Wyckoff Heights Hospital, for all of its faults, runs a great program in a house on Stanhope and Wyckoff (342 Stanhope Street, next to a small coffee shop). This place can help you along with obtaining a little aid in your time of need. In addition the friendly staff will listen to you without judgment. Afterwards they will provide you with a huge list of resources to help yourself.,Before court proceedings even take place, one can sometimes get an audience with the lawyers at the Bushwick-Ridgewood Senior Citizens Council on Wyckoff Avenue. This is a free service, though they are admittedly unfamiliar with the loft law, for that, you’ll have to go to another office on Wyckoff Avenue.,Look, it’s kind of a pain in the ass to figure out and the same goes for explaining it. So just walk down Wyckoff and look for their signs.,This is your life. It’s going to be a mix of tragedy and comedy. Making up songs while walking from one place to the next gets you through the day.,Jump in the fire hydrant spray. Do that even if you haven’t been evicted. You have to stay cool out there.,This is an option. Just saying.,At the heart of it, eviction isn’t the worst thing that can happen. It’s only another adventure",http://bushwickdaily.com/2012/07/how-to-survive-a-summer-eviction/,How To Survive A Summer Eviction
"Quiet after storm. That’s Bushwick this week after last week’s art+music insanity. But it wouldn’t be Bushwick if its quietness didn’t come with creativity and in style with great music and poetry in the air. What should not be missed this week? Here is our selection!, ,If you’re into reading, writing and listening, do not miss the second installment of this summer’s ,. This popular Bushwick reading series is happening this Saturday at 7pm at its usual ,. Curators Eric Nelson and Mike Lala invited Marci Blackman (Tradition), Tobias Carroll (Vol. I Brooklyn), Emily Brandt, Erika Moya and Josh Milberg to read.,We’re predicting some hard times for literary minded folks on Saturday. At the same time like Fireside Follies, another great event is taking place at a gallery Studio 10. Brooklyn Poets Reading Series will start at 7pm and will feature a strong trio of poets Alex Dimitrov, Timothy Donnelly, and Dorothea Lasky.,Soft Black belongs to one of the cult Bushwick bands. They will be playing on Thursday at Shea Stadium. Head there with $8 in your pocket, and be ready to see also Island Twins, Weird Rivers, & Makeup Monsters.,Awesome installation and a lot of experimental music at Secret Project Robot can be expected to be seen at Secret Project Robot until August 4. Join them also tonight for Noise Wednesdays: Episode 1 featuring the duets of Erik Zajaceskowski and Greem Jellyfish, Adam Marciewicz and Sto, Amy Cimini and Annegret Falkner, Patrick Spadine and Eli Lehrhoff. None of these people has ever jammed together before. Sounds like fun!,There will be a massive sale at Mary Meyer boutique on Bogart Street. They are celebrating 1 year in the hood and invited DJ, bands and will be serving free booze. Go buy something nice and don’t forget to paarty!, ",http://bushwickdaily.com/2012/07/5-must-go-events-for-your-bushwick-hotness/,"5 Must Go Events for Your Bushwick Hotness (July 15-21, 2012)"
"Quiet after storm. That’s Bushwick this week after last week’s art+music insanity. But it wouldn’t be Bushwick if its quietness didn’t come with creativity and in style with great music and poetry in the air. What should not be missed this week? Here is our selection!, ,If you’re into reading, writing and listening, do not miss the second installment of this summer’s ,. This popular Bushwick reading series is happening this Saturday at 7pm at its usual ,. Curators Eric Nelson and Mike Lala invited Marci Blackman (Tradition), Tobias Carroll (Vol. I Brooklyn), Emily Brandt, Erika Moya and Josh Milberg to read.,We’re predicting some hard times for literary minded folks on Saturday. At the same time like Fireside Follies, another great event is taking place at a gallery Studio 10. Brooklyn Poets Reading Series will start at 7pm and will feature a strong trio of poets Alex Dimitrov, Timothy Donnelly, and Dorothea Lasky.,Soft Black belongs to one of the cult Bushwick bands. They will be playing on Thursday at Shea Stadium. Head there with $8 in your pocket, and be ready to see also Island Twins, Weird Rivers, & Makeup Monsters.,Awesome installation and a lot of experimental music at Secret Project Robot can be expected to be seen at Secret Project Robot until August 4. Join them also tonight for Noise Wednesdays: Episode 1 featuring the duets of Erik Zajaceskowski and Greem Jellyfish, Adam Marciewicz and Sto, Amy Cimini and Annegret Falkner, Patrick Spadine and Eli Lehrhoff. None of these people has ever jammed together before. Sounds like fun!,There will be a massive sale at Mary Meyer boutique on Bogart Street. They are celebrating 1 year in the hood and invited DJ, bands and will be serving free booze. Go buy something nice and don’t forget to paarty!, ",http://bushwickdaily.com/2012/07/5-must-go-events-for-your-bushwick-hotness/,"5 Must Go Events for Your Bushwick Hotness (July 15-21, 2012)"
"After last week’s distressing heat wave, you probably found yourself wondering , if this happens again, what are some cool ways to keep cool (right?!) that don’t involve laying naked on a wet towel for hours on end? You’re in luck. After some research that definitely did not involve laying naked on a wet towel for hours – these simple, yet effective methods blossomed to fruition…, , Don’t have a shower? Call a friend and use a friend’s shower. Don’t have a friend? Go to McCarren Park, avoid being face-punched, and don’t do a backflip! You’ll make friends in no time., This should probably be number one, as hoses are awesome. They fight fires, fill up kiddy pools, keep kids off the lawn, and are an intrinsic part of slip-n-slides & comical skits showing how weak someone is! Also, you can spray your friends in the face and drink out of ‘em!, Not only will you get an abrupt icy blast, you’ll be able to come to terms with the fact that those frozen vegetables that’ve been there for a year and a half probably aren’t going anywhere… “But maybe I’ll cook those this week…” No you won’t. Just take them out, wrap them in a paper towel and put them on your forehead… then take pictures of how awesome you look.,Sit at some sort of annoying angle on the floor and blow on said ice pack so that your breath deflects from the ice pack right onto your friends face. This is essentially how A/C’s work (knowledge!) and from what I understand, how Mr. Freeze works too. Do this lil’ quick tip at a party for a great way to break the ice… (pause for roaring laughter…… anndddd finish with kiss-fingers-throw-peace-sign…. perfect)., General stores work great for this because their walls are teeming with only-moderately-useful tools from the late 90s and what I assume to be one-of-a-kind authentic holograms of tigers. Definitely pick something up and tinker with it for a few minutes, comparing it to something else that bears no similarities, thus leading you to nod your head in approval and mouth the words “ohh ok” slowly, and with delicate concern., And throw them out the window. Because your mesh Umbros and Fila tennis shorts will be doing all the work for you this Summer. Champ., Which is definitely a real thing. Call all your friends and tell them to bring their A/Cs over to your place. They will, because hauling an A/C around isn’t difficult at all and you told them you were naked on a towel. When they get there, throw old frozen vegetables at them whilst blowing rapidly on ice-packs in their general direction. By the time they realize what the hell is going on, they’ll think you’re suffering from a heat stroke and promptly install the A/C. To keep the crazy going – keep saying “ICE TO MEET YOU” and laughing at your own ability to quote pop-culture 90s flicks. You’re welcome.",http://bushwickdaily.com/2012/07/stay-cool-bushwick/,"Keep it cool, Bushwick"
"After last week’s distressing heat wave, you probably found yourself wondering , if this happens again, what are some cool ways to keep cool (right?!) that don’t involve laying naked on a wet towel for hours on end? You’re in luck. After some research that definitely did not involve laying naked on a wet towel for hours – these simple, yet effective methods blossomed to fruition…, , Don’t have a shower? Call a friend and use a friend’s shower. Don’t have a friend? Go to McCarren Park, avoid being face-punched, and don’t do a backflip! You’ll make friends in no time., This should probably be number one, as hoses are awesome. They fight fires, fill up kiddy pools, keep kids off the lawn, and are an intrinsic part of slip-n-slides & comical skits showing how weak someone is! Also, you can spray your friends in the face and drink out of ‘em!, Not only will you get an abrupt icy blast, you’ll be able to come to terms with the fact that those frozen vegetables that’ve been there for a year and a half probably aren’t going anywhere… “But maybe I’ll cook those this week…” No you won’t. Just take them out, wrap them in a paper towel and put them on your forehead… then take pictures of how awesome you look.,Sit at some sort of annoying angle on the floor and blow on said ice pack so that your breath deflects from the ice pack right onto your friends face. This is essentially how A/C’s work (knowledge!) and from what I understand, how Mr. Freeze works too. Do this lil’ quick tip at a party for a great way to break the ice… (pause for roaring laughter…… anndddd finish with kiss-fingers-throw-peace-sign…. perfect)., General stores work great for this because their walls are teeming with only-moderately-useful tools from the late 90s and what I assume to be one-of-a-kind authentic holograms of tigers. Definitely pick something up and tinker with it for a few minutes, comparing it to something else that bears no similarities, thus leading you to nod your head in approval and mouth the words “ohh ok” slowly, and with delicate concern., And throw them out the window. Because your mesh Umbros and Fila tennis shorts will be doing all the work for you this Summer. Champ., Which is definitely a real thing. Call all your friends and tell them to bring their A/Cs over to your place. They will, because hauling an A/C around isn’t difficult at all and you told them you were naked on a towel. When they get there, throw old frozen vegetables at them whilst blowing rapidly on ice-packs in their general direction. By the time they realize what the hell is going on, they’ll think you’re suffering from a heat stroke and promptly install the A/C. To keep the crazy going – keep saying “ICE TO MEET YOU” and laughing at your own ability to quote pop-culture 90s flicks. You’re welcome.",http://bushwickdaily.com/2012/07/stay-cool-bushwick/,"Keep it cool, Bushwick"
" is expanding!,In April, we began live broatcasting in collaboration with DJ ,, which has evolved into a weekly broadcast called , featuring an eclectic mix of obscure tracks and talk.,This month we are launching two new shows: a culture based talk/interview show with Sean Alday called , and ,, an Indie Music Show hosted by our music editor Maria Gotay. Our radio runs on ,, which is an awesome new website making it really easy to broadcast. Also, it allows the listeners to directly interact with the radio hosts ,, and ask questions or requests songs.  If you miss a show, you can listen to it in the ,.,BUT our greatest pleasure is to announce that we are crowd sourcing our radio programming. We want to hear your show, your ideas on Bushwick Daily Radio. We want to hear about what interests you, what do you think people need to hear about. Is it local news? Do you want to interact with people about the issues facing the community? Does your venue have live events that should be heard by those who can’t make it? Do you possess an extensive knowledge of the local music scene? Or poetry readings? What about a lullaby hour? Or maybe you’re Bushwick’s answer to Martha Stewart?,Contact us. We want to put the voices of the community on the air.,Anyone can hear it from around the world. Tres Brooklyn!,Learn More. Pitch Your Idea. Create A Show.,Contact us at ",http://bushwickdaily.com/2012/07/radio-open-call/,We Want to HEAR you! (on Bushwick Daily Radio)
" is expanding!,In April, we began live broatcasting in collaboration with DJ ,, which has evolved into a weekly broadcast called , featuring an eclectic mix of obscure tracks and talk.,This month we are launching two new shows: a culture based talk/interview show with Sean Alday called , and ,, an Indie Music Show hosted by our music editor Maria Gotay. Our radio runs on ,, which is an awesome new website making it really easy to broadcast. Also, it allows the listeners to directly interact with the radio hosts ,, and ask questions or requests songs.  If you miss a show, you can listen to it in the ,.,BUT our greatest pleasure is to announce that we are crowd sourcing our radio programming. We want to hear your show, your ideas on Bushwick Daily Radio. We want to hear about what interests you, what do you think people need to hear about. Is it local news? Do you want to interact with people about the issues facing the community? Does your venue have live events that should be heard by those who can’t make it? Do you possess an extensive knowledge of the local music scene? Or poetry readings? What about a lullaby hour? Or maybe you’re Bushwick’s answer to Martha Stewart?,Contact us. We want to put the voices of the community on the air.,Anyone can hear it from around the world. Tres Brooklyn!,Learn More. Pitch Your Idea. Create A Show.,Contact us at ",http://bushwickdaily.com/2012/07/radio-open-call/,We Want to HEAR you! (on Bushwick Daily Radio)
" ,A fascinating warehouse on ,. located right on the boarder of Bushwick and Ridgewood, is a home to hundreds of artist studios. The building is so giant that some people have to ride a bike in the endless hallways to get to their studio at the end of the floor. This industrially romantic studio buildings is proud of its large windows, which provide for plenty of light and tall ceilings. Moreover, the deck on the second floor is one of the most magical spots in the area. It offers an unforgettable view of Manhattan skyscrapers interlaced with Brooklyn water towers. You can sit there with your friends or by yourself, drinking beer or simply enjoying the serenity of this industrial beauty… Naturally, there is a plenty of splendid art being created behind the doors. The building is now a home to two galleries. , opened in 2010, belongs to the areas’ finest; and ,, its younger sibling (opened in April 2012) quickly gained the reputation of a spotless location for exceptional art., , ,All that , magic causes that 1717 Troutman is one of the highlights of any , weekend, and this year wasn’t an exception. I admit that I suffer from artist studio voyeurism, and I love to observe them as a living organisms, the last pencil being as important as the art work itself. During this year’s BOS, I enjoyed getting lost in 1717 Troutman building for several hours…., , , , , , , , ,More photos:",http://bushwickdaily.com/2012/06/lost-at-1717-troutman-warehouse-photo-essay/,Lost at 1717 Troutman Warehouse (Photo Essay)
" ,A fascinating warehouse on ,. located right on the boarder of Bushwick and Ridgewood, is a home to hundreds of artist studios. The building is so giant that some people have to ride a bike in the endless hallways to get to their studio at the end of the floor. This industrially romantic studio buildings is proud of its large windows, which provide for plenty of light and tall ceilings. Moreover, the deck on the second floor is one of the most magical spots in the area. It offers an unforgettable view of Manhattan skyscrapers interlaced with Brooklyn water towers. You can sit there with your friends or by yourself, drinking beer or simply enjoying the serenity of this industrial beauty… Naturally, there is a plenty of splendid art being created behind the doors. The building is now a home to two galleries. , opened in 2010, belongs to the areas’ finest; and ,, its younger sibling (opened in April 2012) quickly gained the reputation of a spotless location for exceptional art., , ,All that , magic causes that 1717 Troutman is one of the highlights of any , weekend, and this year wasn’t an exception. I admit that I suffer from artist studio voyeurism, and I love to observe them as a living organisms, the last pencil being as important as the art work itself. During this year’s BOS, I enjoyed getting lost in 1717 Troutman building for several hours…., , , , , , , , ,More photos:",http://bushwickdaily.com/2012/06/lost-at-1717-troutman-warehouse-photo-essay/,Lost at 1717 Troutman Warehouse (Photo Essay)
"Last Saturday, back at ,, Body Actualized Center, we rang in (late) Spring with a Cosmic evening full of, oh you know, the usual assortment of lovely and random plethora of BAC goodies. Marshmellows, blacklights, UV bouquets, a rainforest installation, kale chips, live DJing, light/laser show from Aurora of ,, and always good vibes.,The evening doubled as a goodbye celebration for BAC’s most (in)famous yoga instructor and good-hearted core, Amy Jenkins, who gave a small speech describing the happiness of her community, the power of yoga, and her passion for being a woman! (I think her exact words were “I’m thankful I have a pussy!” - a statement met with great applause.) You go girl, and good luck beyond Bushwick’s factory skyline…,Not to worry! Body Actualized Center, , and with a ,, is better than ever and features a full roster of daily yoga events and cosmic yoga on Sundays. We’ll keep you posted on their upcoming glowtastic parties, which so far seem to be bimonthly., ,[box],[/box]",http://bushwickdaily.com/2012/06/a-cosmic-evening-at-body-actualized/,A Cosmic Evening at Body Actualized
"Last Saturday, back at ,, Body Actualized Center, we rang in (late) Spring with a Cosmic evening full of, oh you know, the usual assortment of lovely and random plethora of BAC goodies. Marshmellows, blacklights, UV bouquets, a rainforest installation, kale chips, live DJing, light/laser show from Aurora of ,, and always good vibes.,The evening doubled as a goodbye celebration for BAC’s most (in)famous yoga instructor and good-hearted core, Amy Jenkins, who gave a small speech describing the happiness of her community, the power of yoga, and her passion for being a woman! (I think her exact words were “I’m thankful I have a pussy!” - a statement met with great applause.) You go girl, and good luck beyond Bushwick’s factory skyline…,Not to worry! Body Actualized Center, , and with a ,, is better than ever and features a full roster of daily yoga events and cosmic yoga on Sundays. We’ll keep you posted on their upcoming glowtastic parties, which so far seem to be bimonthly., ,[box],[/box]",http://bushwickdaily.com/2012/06/a-cosmic-evening-at-body-actualized/,A Cosmic Evening at Body Actualized
" ,A pleasantly sized crowd – not too small, but not too big either – was chilling in front of ,, a dive bar on the corner of Broadway and Dodworth. It was after 10pm. “The concerts haven’t started yet,” someone said in the crowd.  After a frantic bike ride and an even more frantic hunt for a suitable pole to lock my blue Myata, it was great not to be late for once. Broadway on Saturday night underneath the subway tracks looks like a different planet. The emptiness of the usually busy street was replaced by silence, which was only occasionally interrupted by the laughter of a group of dressed-to-impress transvestites or the far away beat of salsa coming from someone’s basement. ,, my homie and , star, was the tallest and smoking like chimney. Maybe a little nervous? He was about to DJ with the hip hop trio ,.,With a guitar on her back, Gillian Visco, dressed in black, slim and charismatic as always approached from the darkness. A member of ,, pressed her lips firmly when she told me that John Swanson, their drummer, left them and moved to Austin, TX. “He went to SXSW, and decided to stay in Austin…” Gillian said almost as if she couldn’t believe it. Frank Rathbone, another member of this locally super-popular rock ’n’ roll band looked a bit sad too.  They were going to play only as a duo switching between the guitar and the drums. “We’re not ready to replace John yet,” Gillian said, and I swear it seemed like she was going through a break up. “The three of us, we had something special, a strong musical bond…”, ,That night Photon played many new songs I haven’t heard yet. Brothers from Another wasn’t a likely match to a rock band, yet it felt so amazing. RG and Nipsy were rapping hard, while Keisha sang emotionally. The night was good. Really good., , ",http://bushwickdaily.com/2012/05/lone-wolf-weekend-gifs/,Lone Wolf Weekend Gifs
" ,A pleasantly sized crowd – not too small, but not too big either – was chilling in front of ,, a dive bar on the corner of Broadway and Dodworth. It was after 10pm. “The concerts haven’t started yet,” someone said in the crowd.  After a frantic bike ride and an even more frantic hunt for a suitable pole to lock my blue Myata, it was great not to be late for once. Broadway on Saturday night underneath the subway tracks looks like a different planet. The emptiness of the usually busy street was replaced by silence, which was only occasionally interrupted by the laughter of a group of dressed-to-impress transvestites or the far away beat of salsa coming from someone’s basement. ,, my homie and , star, was the tallest and smoking like chimney. Maybe a little nervous? He was about to DJ with the hip hop trio ,.,With a guitar on her back, Gillian Visco, dressed in black, slim and charismatic as always approached from the darkness. A member of ,, pressed her lips firmly when she told me that John Swanson, their drummer, left them and moved to Austin, TX. “He went to SXSW, and decided to stay in Austin…” Gillian said almost as if she couldn’t believe it. Frank Rathbone, another member of this locally super-popular rock ’n’ roll band looked a bit sad too.  They were going to play only as a duo switching between the guitar and the drums. “We’re not ready to replace John yet,” Gillian said, and I swear it seemed like she was going through a break up. “The three of us, we had something special, a strong musical bond…”, ,That night Photon played many new songs I haven’t heard yet. Brothers from Another wasn’t a likely match to a rock band, yet it felt so amazing. RG and Nipsy were rapping hard, while Keisha sang emotionally. The night was good. Really good., , ",http://bushwickdaily.com/2012/05/lone-wolf-weekend-gifs/,Lone Wolf Weekend Gifs
